"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d'enregistrement du permis de démolir (PD)";"Etat d'avancement du projet";"Date réelle d'autorisation initiale";"Année de dépôt de la DAU";"Date (mois) de prise en compte (DPC) du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte (DPC) de l'autorisation initiale";"Date (mois) (DPC) de dernière mise à jour des données";"Code d'activité principale de l'établissement d'un demandeur avéré en tant que personne morale";"Catégorie juridique d'un demandeur avéré en tant que personne morale";"Dénomination d'un demandeur avéré en tant que personne morale";"Numéro SIREN d'un demandeur avéré en tant que personne morale";"Numéro SIRET d'un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PD";"ETAT_PD";"DATE_REELLE_AUTORISATION";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0169";2;"2020-12-16";2020;"2020-11";"2020-12";"2020-12";;;;;;"75015";"PARIS";"false";"8";"RUE";"DU POISSON";;"TOULOUSE";"31500";"AB";433;;;;;433;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0170";2;"2020-12-09";2020;"2020-12";"2020-12";"2020-12";;;;;;"31200";"TOULOUSE";"false";"14";"RUE";"DES PAVOTS";;"TOULOUSE";"31200";"AK";64;;;;;407;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0171";2;"2020-12-16";2020;"2020-11";"2020-12";"2020-12";;;;;;"31036";"TOULOUSE";"false";"25";"BD";"DE THIBAUD";;"TOULOUSE";"31100";"AV";274;;;;;5500;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0172";2;"2020-12-21";2020;"2020-12";"2020-12";"2020-12";;;;;;"31100";"TOULOUSE";"false";"18 B";"RUE";"LEO HAMARD";;"TOULOUSE";"31";"AV";205;;;;;954;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0173";2;"2021-01-13";2020;"2020-12";"2021-01";"2021-01";;;;;;"31400";"TOULOUSE";"false";"13";"ALLEE";"DES GRANDS CHENES";;"TOULOUSE";"31400";"AL";42;;;;;580;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0174";2;"2020-12-21";2020;"2020-12";"2020-12";"2020-12";"86.10Z";7364;"HOPITAL PURPAN";"263100125";"26310012500040";"31059";"TOULOUSE CEDEX 09";"false";;;"PURPAN";;"TOULOUSE";"31300";"AO";10;"AO";"11";"AO";"13";396420;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0175";2;"2021-03-05";2020;"2020-12";"2021-03";"2021-03";;;;;;"31500";"TOULOUSE";"false";"3";"RUE";"BEAUSEJOUR";;"TOULOUSE";"31500";"AI";111;;;;;361;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0176";2;"2020-12-16";2020;"2020-11";"2020-12";"2020-12";;;;;;"31500";"TOULOUSE";"false";"14";"RUE";"PIERRE BROSSOLETTE";;"TOULOUSE";"31500";"AE";16;;;;;535;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0177";2;"2021-01-20";2020;"2020-12";"2021-01";"2021-01";;;;;;"31200";"TOULOUSE";"false";"19";"RUE";"DES AZALEES";;"TOULOUSE";"31200";"AR";157;;;;;376;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0178";2;"2021-01-18";2020;"2020-12";"2021-01";"2021-01";;;;;;"31000";"TOULOUSE";"false";"51";"RUE";"DU GENERAL BOURBAKI";;"TOULOUSE";"31200";"AC";178;;;;;384;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0179";2;"2021-01-04";2020;"2020-12";"2021-01";"2021-01";"84.11Z";7120;"SECRETARIAT GENERAL DES MINISTERES ECONOMIQUES ET FINANCIERS";"130013345";"13001334500017";"75012";"PARIS 12EME ARRONDISSEMENT";"false";"1";"PLACE";"EMILE BLOUIN";;"TOULOUSE";"31500";"AD";148;;;;;33517;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0180";2;"2021-02-08";2020;"2020-12";"2021-02";"2021-02";;;;;;"31200";"TOULOUSE";"false";"151";"CH";"DE GABARDIE";;"TOULOUSE";"31";"AD";51;;;;;2856;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0181";2;"2021-01-11";2020;"2020-12";"2021-01";"2021-01";;;;;;"31770";"COLOMIERS";"false";"53";"CH";"DE BASSO CAMBO";;"TOULOUSE";"31100";"AS";31;;;;;452;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0182";2;"2020-12-16";2020;"2020-12";"2020-12";"2020-12";"70.10Z";5615;"CDC HABITAT";"470801168";"47080116803039";"33520";"BRUGES CS 90243";"false";"61";"RUE";"SAINT ROCH";;"TOULOUSE";"31400";"AH";125;;;;;21502;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0183";2;"2021-01-27";2020;"2020-12";"2021-01";"2021-01";;;;;;"31500";"TOULOUSE";"false";"98";"AV";"CAMILLE PUJOL";;"TOULOUSE";"31500";"AB";87;;;;;506;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0184";2;"2021-01-04";2020;"2020-12";"2021-01";"2021-01";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;"PLACE";"DU 8 MAI";;"TOULOUSE";"31100";"BL";48;;;;;14909;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0185";2;"2021-02-10";2020;"2020-12";"2021-02";"2021-02";"41.10A";5499;"DIEZIR";"798872388";"79887238800011";"31000";"TOULOUSE";"false";"79";"CH";"DE PAYSSAT";;"TOULOUSE";"31400";"AK";116;;;;;2588;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0186";2;"2021-01-13";2020;"2020-12";"2021-01";"2021-01";;;;;;"31200";"TOULOUSE";"false";"19";"CH";"ROQUES";;"TOULOUSE";"31200";"AP";92;;;;;405;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0187";2;"2021-01-27";2020;"2020-12";"2021-01";"2021-01";;;;;;"31000";"TOULOUSE";"false";"11";"IMP";"BACHAGA BOUALAM";;"TOULOUSE";"31100";"BC";12;;;;;10333;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0188";2;"2021-03-11";2020;"2020-12";"2021-03";"2021-03";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"224";"CH";"DU SANG DE SERP";;"TOULOUSE";"31200";"AL";452;;;;;22049;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0189";2;"2021-02-24";2020;"2020-12";"2021-02";"2021-02";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"161";"CH";"VIREBENT";;"TOULOUSE";"31200";"BI";12;;;;;797;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0190";2;"2021-02-17";2020;"2020-12";"2021-02";"2021-02";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"4";"RUE";"RAPHAEL";;"TOULOUSE";"31200";"AL";76;;;;;15777;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0191";2;"2021-01-20";2020;"2020-12";"2021-01";"2021-01";;;;;;"31600";"MURET";"false";"3";"RUE";"ST RENE";;"TOULOUSE";"31500";"AD";172;;;;;601;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0192";2;"2021-02-01";2020;"2020-12";"2021-02";"2021-02";;;;;;"31400";"TOULOUSE";"false";"102";"AV";"DU LAURAGAIS";;"TOULOUSE";"31400";"AE";31;;;;;505;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0193";2;"2021-01-18";2020;"2020-12";"2021-01";"2021-01";"46.74B";5710;"DISTRIBUTION SANITAIRE CHAUFFAGE";"572141885";"57214188500887";"69005";"LYON";"false";"3";"RUE";"HENRI JANSOU";;"TOULOUSE";"31200";"AM";114;;;;;5123;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155520D0194";2;"2021-03-15";2020;"2021-03";"2021-03";"2021-03";;;;;;"31505";"TOULOUSE";"false";"2";"RUE";"DES JUMEAUX";;"TOULOUSE";"31500";"AE";11;"AE";"12";"AE";"13";1134;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0035";2;"2021-05-22";2021;"2021-04";"2021-05";"2021-05";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";"1";"PL";"DU DOCTEUR JOSEPH BAYLAC";;"TOULOUSE";"31000";"AP";15;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0043";2;"2021-06-02";2021;"2021-04";"2021-06";"2021-06";"49.10Z";5599;"SNCF ST DENIS 2 PL AUX ETOILES";"552049447";"55204944776279";;;"false";;;"MARENGO";;"TOULOUSE";;"AE";335;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0067";2;"2021-06-28";2021;"2021-04";"2021-06";"2021-06";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";;;;"false";;"RUE";"DU PONT SAIINT-PIERRE";;"TOULOUSE";"31000";"AD";390;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0106";2;"2021-09-08";2021;"2021-07";"2021-09";"2021-09";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";;"PL";"DU DOCTEUR JOSEPH BAYLAC";;"TOULOUSE";;"AP";16;"AP";"18";;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0120";2;"2021-09-03";2021;"2021-08";"2021-09";"2021-09";"84.13Z";4110;"VOIES NAVIGABLES DE FRANCE";"552017303";"55201730300405";;;"false";"41";"IMP";"DE LA GLACIERE";;"TOULOUSE";"31200";"AE";288;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0157";2;"2021-12-26";2021;"2021-11";"2022-01";"2022-01";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";"330";;"AV. DE GRANDE BRETAGNE";;"TOULOUSE";"31300";"AP";15;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0158";2;"2021-12-26";2021;"2021-11";"2022-01";"2022-01";"86.10Z";7364;"HOTEL DIEU SAINT JACQUES";"263100125";"26310012500016";;;"false";"330";;"AV. DE GRANDE BRETAGNE";;"TOULOUSE";"31000";"AP";15;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521A0166";2;"2021-12-21";2021;"2021-11";"2021-12";"2021-12";"49.10Z";5599;"SNCF ST DENIS 2 PL AUX ETOILES";"552049447";"55204944776279";;;"false";;;;"MARENGO";"TOULOUSE";"31000";"AE";335;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0001";2;"2021-03-05";2021;"2021-01";"2021-03";"2021-03";"24.43Z";5710;"SOCIETE TRAITEMENT CHIMIQUE METAUX";"640801890";"64080189000040";"45480";"BAZOCHES LES GALLERANDES";"false";"32";"AV";"DE FONDEYRE";;"TOULOUSE";"31200";"AH";148;"AK";"274";"AK";"287";23677;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0002";2;"2021-02-01";2021;"2021-01";"2021-02";"2021-02";;;;;;"31100";"TOULOUSE";"false";"23";"RUE";"JACQUES GAMELIN";;"TOULOUSE";"31500";"AC";462;;;;;290;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0003";2;"2021-02-01";2021;"2021-01";"2021-02";"2021-02";;;;;;"31400";"TOULOUSE";"false";"7";"AV";"D ITALIE";;"TOULOUSE";"31400";"AH";530;;;;;274;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0004";2;"2021-02-10";2021;"2021-01";"2021-02";"2021-02";;;;;;"31000";"TOULOUSE";"false";"46";"RUE";"DU TCHAD";;"TOULOUSE";"31300";"AM";197;;;;;33981;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0005";2;"2021-03-22";2021;"2021-01";"2021-03";"2021-03";;;;;;"31000";"TOULOUSE";"false";;"PLACE";"ANDRE DASTE";;"TOULOUSE";"31400";"AB";80;;;;;9944;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0006";2;"2021-02-01";2021;"2021-01";"2021-02";"2021-02";"68.10Z";5710;"POGGIALI INVESTISSEMENT";"831670641";"83167064100016";"31000";"TOULOUSE";"false";"14";"RUE";"HELENE BOUCHER";;"TOULOUSE";"31400";"AY";67;;;;;454;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0008";2;"2021-02-10";2021;"2021-01";"2021-02";"2021-02";;;;;;"31200";"TOULOUSE";"false";"28";"RUE";"GIACOMO PUCCINI";;"TOULOUSE";"31200";"AC";345;;;;;257;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0009";2;"2021-02-26";2021;"2021-01";"2021-02";"2021-02";;;;;;"31000";"TOULOUSE";"false";"44";"RUE";"DES PRINCES";;"TOULOUSE";"31000";"AB";710;;;;;94;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0011";2;"2021-02-10";2021;"2021-01";"2021-02";"2021-02";;;;;;"31400";"TOULOUSE";"false";"22";"AV";"DES AVIONS";;"TOULOUSE";"31400";"AI";130;;;;;566;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0012";2;"2021-03-11";2021;"2021-01";"2021-03";"2021-03";;;;;;"31300";"TOULOUSE";"false";"8";"PLACE";"LAGANNE";;"TOULOUSE";"31000";"AE";8;;;;;475;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0013";2;"2021-04-12";2021;"2021-04";"2021-04";"2021-04";;;;;;"31505";"TOULOUSE";"false";"10";"AV";"DE LYON";;"TOULOUSE";"31500";"AB";17;;;;;323;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0014";2;"2021-03-05";2021;"2021-02";"2021-02";"2021-02";;;;;;"31500";"TOULOUSE";"false";"23";"RUE";"VEILLON";;"TOULOUSE";"31500";"AB";367;;;;;359;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0015";2;"2021-03-15";2021;"2021-02";"2021-03";"2021-03";;;;;;"31400";"TOULOUSE";"false";"4";"RUE";"NESTOR BRUN";;"TOULOUSE";"31300";"AC";259;;;;;144;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0016";2;"2021-03-05";2021;"2021-02";"2021-02";"2021-02";;;;;;"31400";"TOULOUSE";"false";"39";"IMP";"DESTARAC";;"TOULOUSE";"31400";"AT";68;;;;;1508;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0017";2;"2021-03-08";2021;"2021-02";"2021-02";"2021-02";"84.11Z";7220;"DEPARTEMENT DE LA HAUTE GARONNE";"223100017";"22310001700423";"31090";"TOULOUSE";"false";"10";"RUE";"FRANZ SCHUBE";;"TOULOUSE";"31200";"AC";356;;;;;645;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0018";2;"2021-03-15";2021;"2021-02";"2021-03";"2021-03";"68.10Z";5710;"AB2F INVEST";"879175321";;"24100";"BERGERAC";"false";"106";"CH";"CANTO LAOUZETTO";;"TOULOUSE";"31160";"AK";194;"AK";"197";"AK";"198";1591;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0019";2;"2021-03-24";2021;"2021-02";"2021-03";"2021-03";"68.31Z";5499;"FONCIERE IMMOBILIERE TRANSACTION";"384327268";"38432726800064";"31000";"TOULOUSE";"false";"12";"RUE";"PEYROLIERES";;"TOULOUSE";"31000";"AB";687;;;;;92;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0020";2;"2021-03-05";2021;"2021-02";"2021-02";"2021-02";;;;;;"31200";"TOULOUSE";"false";"21";"RUE";"DE LA LIBERTE";;"TOULOUSE";"31200";"AO";308;;;;;265;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0021";2;"2021-03-29";2021;"2021-02";"2021-03";"2021-03";"84.11Z";7220;"DEPARTEMENT DE LA HAUTE GARONNE";"223100017";"22310001700423";"31090";"TOULOUSE";"false";"14";"CH";"DU SEMINAIRE";;"TOULOUSE";"31200";"AK";228;"AK";"229";;;2245;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0023";2;"2021-03-24";2021;"2021-02";"2021-03";"2021-03";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"75";"AV";"DE GRANDE BRETAGNE";;"TOULOUSE";"31300";"AC";174;;;;;2776;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0024";2;"2021-03-15";2021;"2021-03";"2021-03";"2021-03";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"105";"ROUTE";"DE SAINT SIMON";;"TOULOUSE";"31100";"AA";34;"AA";"7";;;8730;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0025";2;"2021-03-17";2021;"2021-02";"2021-03";"2021-03";;;;;;"31200";"TOULOUSE";"false";"3";"RUE";"DE LA FOURMI";;"TOULOUSE";"31200";"AB";161;;;;;403;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0026";2;"2021-03-17";2021;"2021-03";"2021-03";"2021-03";;;;;;"31000";"TOULOUSE";"false";"6";"RUE";"DES AMARANTES";;"TOULOUSE";"31500";"AC";250;;;;;311;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0027";2;"2021-03-29";2021;"2021-03";"2021-03";"2021-03";;;;;;"31200";"TOULOUSE";"false";"50";"RUE";"JEAN TALLIEN";;"TOULOUSE";"31200";"AX";327;;;;;303;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0028";2;"2021-03-24";2021;"2021-03";"2021-03";"2021-03";;;;;;"31000";"TOULOUSE";"false";"11";"RUE";"FERDINAND BEBEL";;"TOULOUSE";"31500";"AD";186;;;;;200;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0029";2;"2021-04-07";2021;"2021-04";"2021-04";"2021-04";;;;;;"31500";"TOULOUSE";"false";"4";"RUE";"DE LA COTE D OR";;"TOULOUSE";"31500";"AC";168;;;;;224;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0030";4;"2021-04-07";2021;"2021-03";"2021-04";"2022-05";;;;;;"31100";"TOULOUSE";"false";"83";"RUE";"VESTREPAIN";;"TOULOUSE";"31100";"AB";321;;;;;332;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0031";2;"2021-04-07";2021;"2021-03";"2021-04";"2021-04";;;;;;"31000";"TOULOUSE";"false";"52";"RUE";"DE PUYMAURIN";;"TOULOUSE";"31000";"AB";168;"AB";"318";"AB";"319";241;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0032";2;"2021-05-10";2021;"2021-03";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"118";"CH";"DE LA SALADE PONSAN";;"TOULOUSE";"31400";"AK";179;;;;;223;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0033";2;"2021-03-24";2021;"2021-03";"2021-03";"2021-03";"41.10A";5599;"PATRIMOINE";"550802771";"55080277100034";"31077";"TOULOUSE";"false";"38";"RUE";"DE LA SARTHE";;"TOULOUSE";"31100";"AD";536;;;;;12420;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0034";2;"2021-04-12";2021;"2021-03";"2021-04";"2021-04";;;;;;"31000";"TOULOUSE";"false";"11";"RUE";"MONIE";;"TOULOUSE";"31500";"AC";365;;;;;447;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0035";2;"2021-04-07";2021;"2021-04";"2021-04";"2021-04";;;;;;"31059";"TOULOUSE";"false";"1";"PLACE";"DU DR JOSEPH BAYLAC";;"TOULOUSE";"31300";"AP";15;;;;;203263;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0036";2;"2021-05-17";2021;"2021-03";"2021-05";"2021-05";"66.30Z";5710;"ST";"883420507";"88342050700013";"75007";"PARIS 7EME ARRONDISSEMENT";"false";"10 B";"RUE";"SAINT BRUNO";;"TOULOUSE";"31000";"AD";145;;;;;185;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0037";2;"2021-04-14";2021;"2021-03";"2021-04";"2021-04";;;;;;"31300";"TOULOUSE";"false";"218";"RUE";"DES FONTAINES";;"TOULOUSE";"31300";"AK";209;;;;;336;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0038";2;"2021-04-21";2021;"2021-03";"2021-04";"2021-04";;;;;;"31500";"TOULOUSE";"false";"29";"RUE";"MASCARD";;"TOULOUSE";"31500";"AD";163;;;;;259;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0039";2;"2021-05-12";2021;"2021-03";"2021-05";"2021-05";;;;;;"31500";"TOULOUSE";"false";"8";"RUE";"TAINE";;"TOULOUSE";"31200";"AC";52;;;;;414;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0040";2;"2021-04-21";2021;"2021-03";"2021-04";"2021-04";;;;;;"31300";"TOULOUSE";"false";"121";"RUE";"DES FONTAINES";;"TOULOUSE";"31300";"AL";187;;;;;329;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0041";2;"2021-05-17";2021;"2021-04";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"6";"RUE";"SAINT ANTOINE DU T";;"TOULOUSE";"31000";"AB";132;;;;;470;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0043";2;"2021-05-03";2021;"2021-04";"2021-04";"2021-04";;;;;;"13331";"MARSEILLE CEDEX 03";"false";;"RUE";"MARENGO";;"TOULOUSE";"31000";"AE";335;;;;;15869;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0044";2;"2021-04-21";2021;"2021-04";"2021-04";"2021-04";;;;;;"31200";"TOULOUSE";"false";"25";"RUE";"LOUIS HEROLD";;"TOULOUSE";"31200";"AV";55;;;;;437;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0045";2;"2021-05-12";2021;"2021-04";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"55";"CH";"RAYNAL";;"TOULOUSE";"31200";"AR";87;;;;;368;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0046";2;"2021-06-14";2021;"2021-04";"2021-06";"2021-06";;;;;;"31100";"TOULOUSE";"false";"5";"RUE";"JEAN ROUVIERE";;"TOULOUSE";"31100";"AV";130;;;;;437;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0047";2;"2021-05-17";2021;"2021-05";"2021-05";"2021-05";;;;;;"31500";"TOULOUSE";"false";"11 B";"AV";"DE LA COLONNE";;"TOULOUSE";"31500";"AE";29;;;;;249;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0048";2;"2021-04-27";2021;"2021-04";"2021-04";"2021-04";;;;;;"31000";"TOULOUSE";"false";"31";"RUE";"LOUVOIS";;"TOULOUSE";"31500";"AE";86;;;;;345;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0050";2;"2021-04-27";2021;"2021-04";"2021-04";"2021-04";;;;;;"31100";"TOULOUSE";"false";"6";"ROUTE";"DE SAINT SIMON";;"TOULOUSE";"31100";"AW";307;;;;;1130;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0051";2;"2021-04-27";2021;"2021-04";"2021-04";"2021-04";;;;;;"31500";"TOULOUSE";"false";"11";"AV";"DES TILLEULS";;"TOULOUSE";"31500";"AC";22;;;;;289;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0052";2;"2021-04-27";2021;"2021-04";"2021-04";"2021-04";;;;;;"31500";"TOULOUSE";"false";"4";"RUE";"D IVRY";;"TOULOUSE";"31500";"AD";100;;;;;365;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0053";2;"2021-05-17";2021;"2021-05";"2021-05";"2021-05";"86.10Z";5599;"CLINIQUE PASTEUR";"550801195";"55080119500011";"31300";"TOULOUSE";"false";"12";"RUE";"PRENDS Y GARDE";;"TOULOUSE";"31300";"AD";49;"AD";"50";"AD";"51";1458;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0054";2;"2021-06-02";2021;"2021-04";"2021-06";"2021-06";;;;;;"31100";"TOULOUSE";"false";"33";"RUE";"EDITH PIAF";;"TOULOUSE";"31100";"AZ";596;;;;;96;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0055";2;"2021-06-02";2021;"2021-04";"2021-06";"2021-06";;;;;;"31100";"TOULOUSE";"false";"31";"RUE";"EDITH PIAF";;"TOULOUSE";"31100";"AZ";597;;;;;111;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0056";2;"2021-05-31";2021;"2021-04";"2021-05";"2021-05";;;;;;"31500";"TOULOUSE";"false";"42";"RUE";"PAUL DUPIN";;"TOULOUSE";"31500";"AE";60;;;;;87;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0057";2;"2021-07-05";2021;"2021-04";"2021-07";"2021-07";;;;;;"31000";"TOULOUSE";"false";"12";"IMP";"CHARLES FOURIER";;"TOULOUSE";"31000";"AB";124;;;;;206;4
